Color by,Project Name,State Name,Type Name,Latitude,Longitude,Combustion / Separation,Company,Country Name,DOE Support,If State,Location,Other,Plant,Plant Status,Project Date,Project ID,Project Link,Regional Partnership,Status Detail Name,Status Name,Technology Name,Type,Unit Base Name 1,1,2,3,4,5,Icon Size,Major Injection Amount
Capture,Bellingham Cogeneration Facility,Massachusetts,Capture,42.09222,-71.48306,Post-Combustion,Northeast Energy Associates LP,United States,Other Support,", Massachusetts",Bellingham,"The plant is a gas-fired 320 MWe combined cycle unit in Bellingham, Massachusetts. It is a base load and provides electricity to Boston Edison Company, Commonwealth Electric, and Montaup Electric. 320-350 tons/day is captured and sold for food processing.",Bellingham Cogeneration Facility,Existing,9/1/1991,219,http://www.fluor.com/projects/pages/ProjectInfoPage.aspx?PrjID=70,FALSE,Capture Ongoing,Active,Fluor Econamine,Capture,Tonnes per Day,1,2,3,4,5,1,350
Storage,Integrated CCS Pre-Feasibility in the Northwest Gulf of Mexico,Texas,Storage,29.17706,-94.707493,,University of Texas at Austin,United States,DOE Supported,", Texas",Gulf of Mexico,"Demonstrate that saline and depleted hydrocarbon storage reservoirs within a storage complex can store industrial CO2 emissions safely, permanently, and economically.",,,2/1/2017,369,https://www.netl.doe.gov/research/coal/project-information/proj?k=FE0029487,FALSE,Planning,Potential,,Storage,,1,2,3,4,5,1,
Capture & Storage,Great Lakes Energy Research Park,Michigan,Capture & Storage,43.38488,-84.630136,Pre-Combustion,"M&M Energy, LLC",United States,Other Support,", Michigan",Alma,"The IGCC plant will be a polygeneration plant producing steam, electricity, and hydrogen. The plant will use Concophillips E-Gas technology. Captured CO2 will be used recover up to 1 billion barrells of ""stranded oil"" from the Michigan Basin using EOR.",Alma IGCC plant,Planned,1/1/2015,181,http://www.mandmenergy.com/index-2.html,FALSE,Planning,Active,ConocoPhillips E-Gas Gasification,Capture & Storage,% Reduction,1,2,3,4,5,1,90
Capture,Seminole Electric Cooperative,Florida,Capture,29.7329,-81.6332,Post-Combustion,Seminole Electric Cooperative,United States,Other Support,", Florida",Palatka,This project would make SGS Unit 3 (750 MW)  the first electric generating unit in Florida to propose installing a carbon dioxide capture demonstration project.,Seminole Generating Station,Existing,1/1/2006,154,http://www.powermag.com/seminole-scraps-plans-for-1-4-billion-coal-fired-unit-in-florida/,FALSE,Permitting,Terminated,,Capture,Tonnes per Day,1,2,3,4,5,1,"13,801"
Capture & Storage,ZENG Worsham-Steed,Texas,Capture & Storage,32.461351,-97.890919,Oxycombustion,CO2 Global,United States,Other Support,", Texas",Worsham-Steed," Technology development, process design and engineering began in 2007.  May lead to development of a larger 200+ MW plant if successful.",ZENG Worsham-Steed,Planned,1/1/2007,179,https://sequestration.mit.edu/tools/projects/worsham_steed.html,FALSE,Plant Design,Potential,,Capture & Storage,Tonnes per Day,1,2,3,4,5,1,870
Capture & Storage,Baard Energy - Ohio River Clean Fuels,Ohio,Capture & Storage,40.602446,-80.650773,Pre-Combustion,Baard Energy,United States,DOE Supported,", Ohio",Wellsville,"This project involves the development of a carbon management plan for a proposed coal and biomass to liquids (CBTL) plant. The plant is now being operated by natural gas, not liquified coal, in order to facilitate project completion.",Ohio River Clean Fuels,Planned,1/1/2012,103,http://www.netl.doe.gov/File%20Library/Research/Coal/carbon-storage/Proj606.pdf,FALSE,,Terminated,Solvents,Capture & Storage,% Reduction,1,2,3,4,5,1,85
Capture & Storage,W.A. Parish Post-Combustion CO2 Capture and Sequestration Project,Texas,Capture & Storage,29.477664,-95.635021,Post-Combustion,NRG Energy Inc.,United States,DOE Supported,", Texas",Thompsons,"Petra Nova Parish Holdings will retrofit a CO2 capture plant on an existing coal-fired power plant (W.A. Parish Generating Station) located in Thompsons, Texas, which is southwest of Houston.90% capture of a 240 Mwe flue stream. Commercial 1/10/2017.",W.A. Generating Station,Existing,6/1/2010,138,http://www.netl.doe.gov/research/coal/project-information/fe0003311,FALSE,Plant in Operation,Active,Solvents,Capture & Storage,Tonnes per Day,1,2,3,4,5,1,"3,836"
Storage,Characterization of the Most Promising Sequestration Formations in the Rocky Mountain Region,Colorado,Storage,40.435449,-107.593316,,University of Utah,United States,DOE Supported,", Colorado",Craig,Project seeks to characterize and analyze the geologic storage formations near the Craig Power Station in Colorado and apply the results to regional geologic storage formations in the Central and Southwestern Rockies.,,,12/8/2009,275,https://www.netl.doe.gov/File%20Library/events/2013/carbon%20storage/3-30-McPherson_RMCCS_FY13_Carbon_Storage-Review_Final.pdf,FALSE,,Completed,,Storage,,1,2,3,4,5,1,
Storage,Northern Michigan Basin Carbonsafe Integrated Pre-Feasibility Project,Ohio,Storage,44.7241,-85.522351,,Battelle Memorial Institute,United States,Other Support,", Ohio",northern Michigan Basin,Battelle will carry out studies to establish the feasibility of developing an integrated commercial-scale carbon capture and storage (CCS) site that will utilize deep geologic strata in the Northern Michigan Basin.,,,1/1/2017,358,https://www.netl.doe.gov/research/coal/project-information/proj?k=FE0029276,FALSE,Planning,Potential,,Storage,,1,2,3,4,5,1,
Capture & Storage,First Energy Bay Shore Plant,Ohio,Capture & Storage,41.689842,-83.437491,,First Energy,United States,Other Support,", Ohio",Oregon,Only uses one coal-fired unit and one oil-fired unit currently. Other units were shut down.,Bay Shore Plant,Existing,1/1/2009,113,https://www.firstenergycorp.com/content/dam/corporate/generationmap/files/Bay%20Shore%20Plant%20Facts.pdf,FALSE,Plant in Operation,Terminated,Amines,Capture & Storage,Tonnes per Day,1,2,3,4,5,1,438
Storage,Blackhorse Energy LLC - Small-scale Injection Project,Louisiana,Storage,30.4658,-90.767859,,Black Horse Energy LLC,United States,DOE Supported,", Louisiana",Livingston Parish,"This project will utilize CO2 for EOR operations in the First Wilcox sand unit.  The project will inject 52,000 tonnes of CO2 and CO2 foam for EOR operations.",EOR operations in the Livingston Reservoir (First Wilcox sand),,10/1/2011,323,https://www.osti.gov/servlets/purl/1332270,FALSE,Planning,Completed,,Storage,Tonnes Total,1,2,3,4,5,1,"52,000"
Capture & Storage,SECARB Development Phase - Citronelle Project,Alabama,Capture & Storage,31.005154,-88.008941,Post-Combustion,Southern States Energy Board,United States,DOE Supported,", Alabama",Bucks,"Injection operations were initiated in September 2012 and ended September 2014 with 114,104 metric tons injected.",Plant Barry,Existing,9/22/2007,148,https://www.netl.doe.gov/File%20Library/Research/Carbon-Storage/Citronelle-SECARB-Project.PDF,TRUE,Completed,Completed,Amines,Capture & Storage,Tonnes Total,1,2,3,4,5,1,"114,104"
Capture,Large Pilot Testing of Linde/BASF Advanced Post-Combustion CO2 Capture Technology at a Coal-Fired Power Plant,Illinois,Capture,40.104766,-88.241923,Post-Combustion,University of Illinois at Urbana-Champaign,United States,DOE Supported,Illinois,,Design an amine-based carbon dioxide (CO2) capture pilot-scale (10 MWe) system at an existing coal-fired power plant.,TBD,Existing,4/4/2018,373,https://www.netl.doe.gov/research/coal/project-information/proj?k=FE0031581,FALSE,Engineering design,Active,Linde-BASF Solvent System,Capture,,1,2,3,4,5,1,
Storage,Gulf of Mexico Miocene Mega Transect Site Characterization,Texas,Storage,28.394151,-96.186152,,University of Texas at Austin,United States,DOE Supported,", Texas",coastline,Objective is to identify at least one specific site within Texas offshore state lands capable of storing at least 30 million tons of CO2.,,,12/8/2009,278,http://www.netl.doe.gov/File%20Library/Events/2014/carbon_storage/9---Tip-Meckel.pdf,FALSE,,Completed,,Storage,,1,2,3,4,5,1,
Capture & Storage,FutureGen 2.0,Illinois,Capture & Storage,39.773533,-90.097383,Oxycombustion,FutureGen Industrial Alliance Inc.,United States,DOE Supported,", Illinois",Morgan County,"FutureGen intended to create a zero-emissions fossil fuel plant that produces hydrogen and byproducts for use by other industries. Morgan County, IL was chosen as the site of the FutureGen project. The project was discontinued in 2015.",Ameren's 200 MW Unit 4,Planned,1/1/2010,115,https://www.netl.doe.gov/File%20Library/Research/Coal/major%20demonstrations/futureGen/FE0001882-FE0005054.pdf,FALSE,,Terminated,Oxy-fuel Combustion,Capture & Storage,Tonnes per Day,1,2,3,4,5,1,"2,740"
Storage,"WESTCARB Validation Phase - Northern California CO2 Reduction Project
 Reduction Project (G1)",California,Storage,38.1174,-121.8044,,C6 Resources,United States,DOE Supported,", California", Montezuma Hills in southern Sacramento Basin,"The project team developed a 3D model based on well log and seismic survey data from natural gas exploration, production, and storage operations in the area. The team used the model to simulate a research-size injection of 5,440 metric tons of CO2.",,,1/1/2010,258,http://www.westcarb.org/norcal_co2reduction_project.html,TRUE,,Completed,,Storage,Tonnes per Day,1,2,3,4,5,1,0
Capture,American Electric Power - Northeastern Station,Oklahoma,Capture,36.430797,-95.700805,Post-Combustion,American Electric Power,United States,Other Support,", Oklahoma",Oologah,Full-scale (1.5 million metric tons) test of Alstom's ammonia-based carbon capture technology. 90% of the CO2 produced will be captured. Has contract to sell CO2 to SemGreen LLP for EOR.,Northeastern Station,Existing,1/1/2011,100,https://www.prnewswire.com/news-releases/aep-to-install-carbon-capture-on-two-existing-power-plants-company-will-be-first-to-move-technology-to-commercial-scale-52165432.html,FALSE,Plant in Operation,Hold,Alstom Chilled Ammonia Process,Capture,Tonnes per Day,1,2,3,4,5,1,"4,110"
Storage,Allison Unit CO2-ECBM Pilot,New Mexico,Storage,39.979384,-107.510387,,Burlington Resources,United States,DOE Supported,", New Mexico",San Juan County,This project involves CO2 injection into the Allison Unit of the San Juan Basin. CO2 was used to enhance coalbed methane recovery.,Natural Source from Cortez Area of New Mexico,,10/1/2000,298,https://www.adv-res.com/pdf/The%20Allison%20Unit%20CO2-ECBM%20Pilot%20-%20A%20Reservoir%20and%20Economic%20Analysis%20-%20Paper%200522.pdf,FALSE,Injection Complete,Completed,,Storage,Tonnes per Day,1,2,3,4,5,1,400
Capture,AES Warrior Run,Maryland,Capture,39.596175,-78.745581,Post-Combustion,AES Corporation,United States,Other Support,", Maryland",Cumberland,This plant captures around 96% of its CO2 emissions and then sells this captured CO2 to companies to use in fire extinguishers and dry ice.,Warrior Run Power Plant,Existing,2/1/2000,220,http://energywv.org/assets/files/Energy-Summit-Presentations/2014/08_Peter_Bajc.pdf,FALSE,Plant in Operation,Active,Ethanol-amino solvent,Capture,% Reduction,1,2,3,4,5,1,96
Capture & Storage,Kemper County IGCC Project,Mississippi,Capture & Storage,32.649461,-88.757013,Pre-Combustion,Southern Company,United States,DOE Supported,", Mississippi",Kemper County,Combined Cycle portion of the plant operating on natural gas only without capture,Kemper County IGCC Plant,Planned,11/17/2008,183,http://www.netl.doe.gov/research/coal/project-information/fc26-06nt42391?k=NT42391,FALSE,Plant in Operation,Terminated,Transport Integrated Gasification (TRIG),Capture & Storage,Tonnes per Day,1,2,3,4,5,1,"8,220"
Capture & Storage,Kentucky NewGas project,Kentucky,Capture & Storage,37.293611,-87.118872,Pre-Combustion,Kentucky NewGas,United States,Other Support,", Kentucky",Muhlenberg County,"Filed for air permit in December 2008.  Build with CCS capability.  Funding CCS research in western Kentucky through Kentucky Geological Survey. The CO2 test well will monitor 1,500 tons of CO2.",Kentucky NewGas plant,Planned,1/1/2017,143,http://www.zeroco2.no/projects/kentucky-newgas,FALSE,Permitting,Terminated,ConocoPhillips E-Gas Gasification,Capture & Storage,Tonnes per Day,1,2,3,4,5,1,"13,700"
Capture,American Electric Power - Great Bend IGCC,Ohio,Capture,38.927706,-81.768613,Pre-Combustion,American Electric Power,United States,Other Support,", Ohio",Meigs County,"The project was to build a new American Electric Power clean-coal power plant in Meigs County, Ohio but the project is on hold.",Great Bend IGCC,Planned,1/1/2009,98,http://gallipolis.uber.matchbin.net/printer_friendly/1913848,FALSE,Plant Design,Hold,,Capture,,1,2,3,4,5,1,
Storage,"Modeling CO2 Sequestration in a Saline Reservoir and Depleted Oil Reservoir to Evaluate The Regional CO2 Sequestration Potential of The Ozark Plateau Aquifer System, South-Central Kansas",Kansas,Storage,37.165836,-101.251679,,University of Kansas,United States,DOE Supported,", Kansas",southern,This project studied potential CO2 storage sites within saline aquifer and depleted oil reservoirs within the Ozark Plateau Aquifer System (OPAS) in south-central Kansas.,,,12/8/2009,282,http://www.netl.doe.gov/File%20Library/Events/2014/carbon_storage/11--L--Watney_J--Rush_J--Raney.pdf,FALSE,,Completed,,Storage,,1,2,3,4,5,1,
Storage,Frio Brine Pilot,Texas,Storage,30.030999,-94.86129,,Bureau of Economic Geology,United States,DOE Supported,", Texas",Dayton,"From October 4–14, 2004 the Frio Brine Pilot team injected 1,600 tons of CO2 1,500m below surface into a high permeability brine-bearing sandstone of the Frio Formation.",Commercial Source,,10/4/2004,186,http://www.beg.utexas.edu/gccc/forum/codexdownloadpdf.php?ID=26,FALSE,,Completed,,Storage,Tonnes Total,1,2,3,4,5,1,"1,455"
Storage,LINC Energy - Wyoming EOR,Wyoming,Storage,42.847634,-105.973604,,LINC Energy,United States,Other Support,", Wyoming",Glenrock,"Linc Energy has commenced the injection of CO2 into its first well in its Glenrock, Wyoming, oil fields. Linc Energy expects to recover more than 80 million barrels of oil. CO2 will be delivered at a rate of 1 to 3 bpm.",,,11/23/2011,305,http://abnnewswire.net/press/en/70683/Linc-Energy-Limited-(ASX-LNC)-Commences-Enhanced-Oil-Recovery-with-Injection-of-CO2-in-Wyoming-70683.html,FALSE,Injection Ongoing,Active,,Storage,Tonnes Total,1,2,3,4,5,1,500
