Facility Id,FRS Id,Facility Name,City,State,Zip Code,Address,County,Latitude,Longitude,Primary NAICS Code,Industry Type (subparts),Industry Type (sectors),Total reported direct emissions,CO2 emissions (non-biogenic) ,Methane (CH4) emissions ,Nitrous Oxide (N2O) emissions ,HFC emissions,PFC emissions,SF6 emissions ,NF3 emissions,Other Fully Fluorinated GHG emissions,HFE emissions,Very Short-lived Compounds emissions,Other GHGs (metric tons CO2e),Biogenic CO2 emissions (metric tons),Stationary Combustion,Electricity Generation,Adipic Acid Production,Aluminum Production,Ammonia Manufacturing,Cement Production,Ferroalloy Production,Glass Production,HCFC–22 Production from HFC–23 Destruction,Hydrogen Production,Iron and Steel Production,Lead Production,Lime Production,Miscellaneous Use of Carbonates,Nitric Acid Production,Petrochemical Production,Petroleum Refining,Phosphoric Acid Production,Pulp and Paper Manufacturing,Silicon Carbide Production,Soda Ash Manufacturing,Titanium Dioxide Production,Zinc Production,Municipal Landfills,Is some CO2 collected on-site and used to manufacture other products and therefore not emitted from the affected manufacturing process unit(s)? (as reported under Subpart G or S),"Is some CO2 reported as emissions from the affected manufacturing process unit(s) under Subpart AA, G or P collected and transferred off-site or injected (as reported under Subpart PP)?",Does the facility employ continuous emissions monitoring? 
1005217,110032965548,WESTERN NEW YORK ENERGY LLC,MEDINA,NY,14103,4141 BATES RD,ORLEANS COUNTY,43.21034,-78.37004,325193,"C,PP","Other,Suppliers of CO2","76,660.11","76,579.80",36.50,43.81,,,,,,,,,276.50,"76,660.11",,,,,,,,,,,,,,,,,,,,,,,,N,N,N
1000405,110016798768,WESTERN PLAINS ENERGY LLC,OAKLEY,KS,67748,3022 COUNTY ROAD 18,GOVE COUNTY,39.12461,-100.738037,325193,C (Abbr),Other,"45,774.83","45,727.70",21.50,25.63,,,,,,,,,,"45,774.83",,,,,,,,,,,,,,,,,,,,,,,,N,N,N
1003564,110043783420,WESTERN REFINING EL PASO ALL SITES,EL PASO,TX,79905,212 N Clark Street,EL PASO COUNTY,31.76945,-106.41426,324110,"C,P,Y","Chemicals,Refineries","1,054,329.27","1,048,272.00","3,244.75","2,812.52",,,,,,,,,,"784,240.36",,,,,,,,,"10,510.00",,,,,,,"259,578.91",,,,,,,,N,N,N
1006501,110043971093,WESTERN REGIONAL SANITARY LANDFILL,LINCOLN,CA,95648,3195 ATHENS AVENUE,PLACER COUNTY,38.83889,-121.34473,562212,HH,Waste,"50,275.00",,"50,275.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"50,275.00",N,N,N
1000019,110000448579,WESTERN SUGAR COMPANY,SCOTTSBLUFF,NE,69361,2100 E. OVERLAND DR.,SCOTTS BLUFF COUNTY,41.859603,-103.637032,311313,"C,S",Minerals,"260,266.97","258,343.90",704.25,"1,218.82",,,,,,,,,,"253,380.97",,,,,,,,,,,,"6,886.00",,,,,,,,,,,,Y,N,N
1001823,110015762824,WESTERN SUGAR COOP,FORT MORGAN,CO,80701,18317 HIGHWAY 144,MORGAN COUNTY,40.261221,-103.809929,311313,"C,S",Minerals,"121,574.27","120,744.00",304.00,526.27,,,,,,,,,,"111,970.27",,,,,,,,,,,,"9,604.00",,,,,,,,,,,,Y,N,N
1001783,110000428485,WESTERN SUGAR COOPERATIVE,BILLINGS,MT,59101,3020 STATE AVE.,YELLOWSTONE COUNTY,45.76981,-108.49823,311313,"C,S",Minerals,"103,008.17","102,353.20",240.75,414.22,,,,,,,,,,"97,143.17",,,,,,,,,,,,"5,865.00",,,,,,,,,,,,Y,N,N
1004492,110000599291,WESTHOLLOW TECHNOLOGY CENTER,HOUSTON,TX,77082,3333 HWY. 6 S.,HARRIS COUNTY,29.72644,-95.64394,325199,C,Chemicals,"33,183.52","33,149.00",15.75,18.77,,,,,,,,,,"33,183.52",,,,,,,,,,,,,,,,,,,,,,,,N,N,N
1003655,110043973509,WESTLAKE PETROCHEMICALS LP - ETHYLENE MANUFACTURING COMPLEX (PETRO I/PETRO II),SULPHUR,LA,70665,900 EAST HWY 108,CALCASIEU,30.179916,-93.359229,325110,"C,X",Chemicals,"1,050,002.03","1,032,869.70","8,957.00","8,175.33",,,,,,,,,,"969,915.22",,,,,,,,,,,,,,,"80,086.82",,,,,,,,,N,N,N
1003654,110000449587,WESTLAKE POLYMERS LP - POLYETHYLENE I & II PLANTS,SULPHUR,LA,70665,3525 CITIES SERVICE HWY,CALCASIEU PARISH,30.21937,-93.32541,325211,C,Other,"28,888.59","28,859.00",13.50,16.09,,,,,,,,,,"28,888.59",,,,,,,,,,,,,,,,,,,,,,,,N,N,N
1005564,110041053061,WESTLAKE STYRENE LLC - STYRENE MONOMER PRODUCTION FACILITY,SULPHUR,LA,70664,900 HWY 108,CALCASIEU,30.18139,-93.35889,325110,C,Chemicals,"135,688.29","135,548.00",64.00,76.29,,,,,,,,,,"135,688.29",,,,,,,,,,,,,,,,,,,,,,,,N,N,N
1004900,110000746328,WESTLAKE VINYLS CO LP,GEISMAR,LA,70734,36045 Highway 30,ASCENSION PARISH,30.208604,-91.011128,325199,"C,X",Chemicals,"124,750.31","124,530.00",88.00,132.31,,,,,,,,,,"87,884.41",,,,,,,,,,,,,,,"36,865.90",,,,,,,,,N,N,N
1006621,110040860128,WESTLAKE VINYLS INC,CALVERT CITY,KY,42029,2672INDUSTRIAL PKWY,MARSHALL COUNTY,37.04659,-88.32708,325110,"C,X",Chemicals,"433,046.99","429,840.70","1,789.00","1,417.29",,,,,,,,,,"366,076.67",,,,,,,,,,,,,,,"66,970.32",,,,,,,,,N,N,N
1000291,110070081755,WESTMORELAND SANITARY LDFL,BELLE VERNON,PA,15012,111 CONNER LN,WESTMORELAND COUNTY,40.144281,-79.858866,562212,HH,Waste,"73,115.25",,"73,115.25",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"73,115.25",N,N,N
1004024,110000457121,WESTROCK (DALLAS MILL),DALLAS,TX,75203,1120 E. CLARENDON DR.,DALLAS COUNTY,32.74459,-96.80834,322130,C,Pulp and Paper,"29,238.00","29,238.00",,,,,,,,,,,,"29,238.00",,,,,,,,,,,,,,,,,,,,,,,,N,N,N
1007871,110000408942,"WESTROCK CALIFORNIA, INC",BATTLE CREEK,MI,49037,177 ANGELL STREET,CALHOUN COUNTY,42.32378,-85.20715,322130,C,Pulp and Paper,"52,901.00","52,876.00",25.00,,,,,,,,,,,"52,901.00",,,,,,,,,,,,,,,,,,,,,,,,N,N,N
1007804,110007399706,WESTROCK CONVERTING COMPANY - CHATTANOOGA MILL,CHATTANOOGA,TN,37405,701 MANUFACTURERS ROAD,HAMILTON COUNTY,35.058281,-85.327606,322130,C,Pulp and Paper,"44,956.00","44,931.00",25.00,,,,,,,,,,,"44,956.00",,,,,,,,,,,,,,,,,,,,,,,,N,N,N
1005768,110000584476,WESTROCK CONVERTING COMPANY - STROUDSBURG MILL,DELAWARE WATER GAP,PA,18327,242 PAPER MILL ROAD,MONROE COUNTY,40.999445,-75.148215,322130,C,Pulp and Paper,"26,367.90","26,340.50",12.50,14.90,,,,,,,,,,"26,367.90",,,,,,,,,,,,,,,,,,,,,,,,N,N,N
1005012,110000597514,"WESTROCK CP, LLC - HODGE MILL",HODGE,LA,71247,100 MILL STREET,JACKSON,32.276643,-92.727371,322130,"AA,C",Pulp and Paper,"376,306.18","339,207.60","12,839.00","24,259.58",,,,,,,,,"1,566,218.20","239,175.25",,,,,,,,,,,,,,,,,,"137,130.93",,,,,,N,N,N
1002305,110000599594,"WESTROCK TEXAS, L.P.",EVADALE,TX,77615,1913 FM 105,JASPER COUNTY,30.3387,-94.06635,322130,"AA,C",Pulp and Paper,"170,638.61","130,827.00","14,058.75","25,752.86",,,,,,,,,"1,713,853.30","80,645.15",,,,,,,,,,,,,,,,,,"89,993.46",,,,,,N,N,N
1007831,110001847958,WESTSIDE RECYCLING AND DISPOSAL FACILITY,THREE RIVERS,MI,49093,14094 M 60,SAINT JOSEPH,41.918981,-85.68139,562212,"C,HH",Waste,"69,424.50",312.70,"69,111.50",0.30,,,,,,,,,,313.25,,,,,,,,,,,,,,,,,,,,,,,"69,111.25",N,N,N
1002470,110007385542,WETUMKA GAS PROCESSING PLT,WETUMKA,OK,74883,8325 E 1292,HUGHES,35.25302,-96.21636,211112,"C (Abbr),NN-FRAC","Natural Gas and Natural Gas Liquids Suppliers,Petroleum and Natural Gas Systems","34,607.42","34,571.80",16.25,19.37,,,,,,,,,,"34,607.42",,,,,,,,,,,,,,,,,,,,,,,,N,N,N
1003960,110031169857,WEXFORD COUNTY LANDFILL,MANTON,MI,49663,990 US 131 NORTH,WEXFORD,44.339088,-85.40545,562212,"C,HH",Waste,"85,410.85",7.60,"85,403.25",,,,,,,,,,,7.60,,,,,,,,,,,,,,,,,,,,,,,"85,403.25",N,N,N
1004350,110010396963,WHEATLAND LANDFILL,COLUMBUS,KS,66725,213 NE BELLEVIEW,CHEROKEE COUNTY,37.23713,-94.82923,562212,"C,HH",Waste,"14,754.00",1.50,"14,752.50",,,,,,,,,,,1.50,,,,,,,,,,,,,,,,,,,,,,,"14,752.50",N,N,N
1005918,110070081930,WHEATLAND TUBE COMPANY - COUNCIL,WHEATLAND,PA,16161,One COUNCIL AVE,MERCER COUNTY,41.19477,-80.49227,331210,C,Metals,"43,786.98","43,741.50",20.75,24.73,,,,,,,,,,"43,786.98",,,,,,,,,,,,,,,,,,,,,,,,N,N,N
1004094,110009697845,WHEELABRATOR BALTIMORE LP,BALTIMORE,MD,21230,1801 OLD ANNAPOLIS ROAD,BALTIMORE CITY,39.26994,-76.63041,562213,C,Waste,"271,988.55","256,800.00","5,950.25","9,238.30",,,,,,,,,"418,489.00","271,988.55",,,,,,,,,,,,,,,,,,,,,,,,N,N,N
1004931,110001979770,WHEELABRATOR CLAREMONT COMPANY L.P.,CLAREMONT,NH,03743,145 GRISSOM LANE,SULLIVAN,43.343611,-72.378056,562213,C,Waste,"26,088.26","24,747.20",522.75,818.31,,,,,,,,,"34,698.00","26,088.26",,,,,,,,,,,,,,,,,,,,,,,,N,N,N
1006369,110017437451,WHEELABRATOR CONCORD COMPANY LP,CONCORD (PENACOOK),NH,03303,11 WHITNEY ROAD,MERRIMACK,43.2868,-71.5761,562213,C,Waste,"68,458.74","64,673.60","1,400.25","2,384.89",,,,,,,,,"94,566.00","68,458.74",,,,,,,,,,,,,,,,,,,,,,,,N,N,N
1006282,110001064703,WHEELABRATOR FALLS,MORRISVILLE,PA,19067,1201 NEW FORD MILL ROAD,BUCKS,40.16996,-74.770507,562213,C,Waste,"170,807.10","161,047.10","3,800.00","5,960.00",,,,,,,,,"268,056.00","170,807.10",,,,,,,,,,,,,,,,,,,,,,,,N,N,N
1004279,110006086528,"WHEELABRATOR GLOUCESTER COMPANY, L.P.",WESTVILLE,NJ,08093,,GLOUCESTER COUNTY,39.873864,-75.138677,562213,C,Waste,"63,710.95","59,951.40","1,375.25","2,384.30",,,,,,,,,"95,698.00","63,710.95",,,,,,,,,,,,,,,,,,,,,,,,N,N,N
1004968,110028049699,WHEELABRATOR HUDSON FALLS LLC,HUDSON FALLS,NY,12839,93 RIVER STREET,WASHINGTON,43.305734,-73.591553,562213,C,Waste,"56,946.94","53,882.30","1,275.75","1,788.89",,,,,,,,,"92,088.00","56,946.94",,,,,,,,,,,,,,,,,,,,,,,,N,N,N
1006267,110001938609,WHEELABRATOR MILLBURY INC,MILLBURY,MA,01527,331 SOUTHWEST CUTOFF,WORCESTER,42.2207,-71.7673,562213,C,Waste,"193,224.00","182,491.90","4,175.50","6,556.60",,,,,,,,,"292,656.00","193,224.00",,,,,,,,,,,,,,,,,,,,,,,,N,N,N
1004101,110001950112,WHEELABRATOR NORTH ANDOVER INC.,NORTH ANDOVER,MA,01845,285 HOLT ROAD,ESSEX,42.726075,-71.122203,562213,C,Waste,"168,942.35","159,709.60","3,600.25","5,632.50",,,,,,,,,"250,618.00","168,942.35",,,,,,,,,,,,,,,,,,,,,,,,N,N,N
1004185,110001737611,WHEELABRATOR NORTH BROWARD,POMPANO BEACH,FL,33073,2600 NW 48TH ST,BROWARD,26.287222,-80.159722,562213,C,Waste,"248,116.30","233,650.20","5,525.50","8,940.60",,,,,,,,,"393,796.00","248,116.30",,,,,,,,,,,,,,,,,,,,,,,,N,N,N
1004051,110001191415,WHEELABRATOR NORWALK ENERGY COMPANY,NORWALK,CA,90650,11500 BALSAM ST,LOS ANGELES,33.92607,-118.06822,221112,C,Power Plants,"48,316.57","48,266.70",22.75,27.12,,,,,,,,,,"48,316.57",,,,,,,,,,,,,,,,,,,,,,,,N,N,N
1004531,110043538464,"WHEELABRATOR SOUTH BROWARD, INC - RESOURCE RECOVERY FACILITY",FT. LAUDERDALE,FL,33314,4400 SOUTH STATE ROAD 7,BROWARD,26.068889,-80.203611,562213,C,Waste,"249,436.19","234,692.90","5,801.50","8,941.79",,,,,,,,,"429,874.00","249,436.19",,,,,,,,,,,,,,,,,,,,,,,,N,N,N
1004244,110010710944,WHEELABRATOR WESTCHESTER LP,PEEKSKILL,NY,10566,1 CHARLES PT AVE,WESTCHESTER,41.277115,-73.942428,562213,C,Waste,"268,534.40","253,643.30","5,950.50","8,940.60",,,,,,,,,"421,421.00","268,534.40",,,,,,,,,,,,,,,,,,,,,,,,N,N,N
1007653,110040865481,WHEELER RECYCLING & DISPOSAL FACILITY,HOBART,IN,46342,625 W 540 N,PORTER COUNTY,41.512771,-87.186801,562212,"C,HH",Waste,"14,479.56",,"14,465.09",14.47,,,,,,,,,"4,013.22",20.64,,,,,,,,,,,,,,,,,,,,,,,"14,458.92",N,N,N
1006126,110070081936,WHIRLPOOL CORP,CLYDE,OH,43410,119 BIRDSEYE STREET,SANDUSKY COUNTY,41.30931,-82.98139,335224,C,Other,"29,534.69","29,504.00",14.00,16.69,,,,,,,,,,"29,534.69",,,,,,,,,,,,,,,,,,,,,,,,N,N,N
1006233,110000382906,WHIRLPOOL CORP MARION DIVISION *,MARION,OH,43301,1300 MARION AGOSTA ROAD,MARION COUNTY,40.58618,-83.15968,335224,C,Other,"25,428.50","25,402.20",12.00,14.30,,,,,,,,,,"25,428.50",,,,,,,,,,,,,,,,,,,,,,,,N,N,N
1002514,110002371996,WHISPERING PINES LANDFILL,HOUSTON,TX,77016,8101 LITTLE YORK RD,HARRIS COUNTY,29.87197,-95.27117,562212,HH,Waste,"59,110.00",,"59,110.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"59,110.00",N,N,N
1005366,110025332030,WHITE PINE ELECTRIC POWER LLC,WHITE PINE,MI,49971,33707 POWER PLANT RD,ONTONAGON,46.764138,-89.567836,221112,C (Abbr),Power Plants,"40,847.08","40,524.10",118.25,204.73,,,,,,,,,,"40,847.08",,,,,,,,,,,,,,,,,,,,,,,,N,N,N
1001993,110001848109,WHITEFEATHER LANDFILL INC,PINCONNING,MI,48650,2401 EAST WHITEFEATHER ROAD,BAY COUNTY,43.89615,-83.94933,562212,"C,HH",Waste,"32,909.50",42.00,"32,867.50",,,,,,,,,,,42.00,,,,,,,,,,,,,,,,,,,,,,,"32,867.50",N,N,N
1002567,110009387706,WHITESIDE COUNTY LANDFILL,MORRISON,IL,61270,18762 LINCOLN RD.,WHITESIDE,41.793235,-89.885568,562212,"C,HH",Waste,"74,490.95",163.70,"74,327.25",,,,,,,,,,,163.70,,,,,,,,,,,,,,,,,,,,,,,"74,327.25",N,N,N
1002563,,WHITSON COMPRESSOR STATION,Wiley,AL,35579,,Tuscaloosa,33.528007,-87.457407,211111,C,Petroleum and Natural Gas Systems,"25,909.25","25,884.20",10.75,14.30,,,,,,,,,,"25,909.25",,,,,,,,,,,,,,,,,,,,,,,,N,N,N
1002133,110043793455,"WIC Station 7950 Douglas, WY",Douglas,WY,82633,49 Natural Bridge Road,CONVERSE,42.787448,-105.613958,486210,C,Petroleum and Natural Gas Systems,"84,922.78","84,835.10",40.00,47.68,,,,,,,,,,"84,922.78",,,,,,,,,,,,,,,,,,,,,,,,N,N,N
1002029,110007181575,WILCOX GAS PLANT,Hallettsville,TX,77964,404 Private Road 1045,LAVACA,29.336389,-96.679882,211112,"C,NN-FRAC","Natural Gas and Natural Gas Liquids Suppliers,Petroleum and Natural Gas Systems","91,676.70","91,581.97",43.18,51.55,,,,,,,,,,"91,676.70",,,,,,,,,,,,,,,,,,,,,,,,N,N,N
1002937,110043806343,WILGATH (FORMERLY ROC GAS) - SAGEBRUSH,RANGELY 21.0 MI. SE OF,CO,81650,,GARFIELD,39.850311,-108.482382,211112,C (Abbr),Petroleum and Natural Gas Systems,"31,793.28","31,760.70",15.00,17.58,,,,,,,,,,"31,793.28",,,,,,,,,,,,,,,,,,,,,,,,N,N,N
1002630,110040906311,WILLARD CO2 SEPARATION PLANT,DENVER CITY,TX,79323,,YOAKUM,33.02778,-102.81972,211111,C (Abbr),Petroleum and Natural Gas Systems,"60,798.78","60,737.50",28.50,32.78,,,,,,,,,,"60,798.78",,,,,,,,,,,,,,,,,,,,,,,,N,N,N
1005339,110011572164,WILLIAM BEAUMONT HOSPITAL,ROYAL OAK,MI,48073,3601 W 13 MILE RD,OAKLAND COUNTY,42.51776,-83.19144,622110,C,Other,"28,158.64","28,128.70",13.25,16.69,,,,,,,,,,"28,158.64",,,,,,,,,,,,,,,,,,,,,,,,N,N,N
1003695,110043812719,WILLIAMS COUNTY LANDFILL,BRYAN,OH,43506,12539 COUNTY ROAD G,WILLIAMS,41.518,-84.587,562212,"C,HH",Waste,"184,878.47",22.10,"184,856.37",,,,,,,,,,,22.10,,,,,,,,,,,,,,,,,,,,,,,"184,856.37",N,N,N
1002214,110043783625,WILLIAMS MOBILE BAY GAS PROCESSING FACILITY,CODEN,AL,36523,6000 ROCK ROAD,MOBILE,30.400556,-88.177222,211112,C (Abbr),Petroleum and Natural Gas Systems,"132,441.50","132,304.50",62.50,74.50,,,,,,,,,,"132,441.50",,,,,,,,,,,,,,,,,,,,,,,,N,N,N
1002046,110000746337,WILLIAMS OLEFINS LLC - GEISMAR ETHYLENE PLANT,GEISMAR,LA,70734,5205 HIGHWAY 3115,ASCENSION,30.233183,-91.051,325110,"C,X",Chemicals,"579,045.79","578,810.40",107.25,128.14,,,,,,,,,,"227,819.89",,,,,,,,,,,,,,,"351,225.90",,,,,,,,,N,N,N
1004655,110013960151,WILLIAMSON COUNTY LANDFILL,FRANKLIN,TN,37064,5750 PINEWOOD ROAD HIGHWAY 46,WILLIAMSON,35.885965,-87.086074,562212,HH,Waste,"27,450.00",,"27,450.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"27,450.00",N,N,N
1007799,110034978424,WILLIAMSON COUNTY LANDFILL HUTTO,HUTTO,TX,78634,600 CR 128,WILLIAMSON,30.602717,-97.553528,562212,HH,Waste,"81,536.30",,"81,536.30",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"81,536.30",N,N,N
1002319,110037575996,WILLOW CREEK GAS PLANT,Rifle,CO,81650,20219 County Road 5,RIO BLANCO,39.977742,-107.763621,211112,C (Abbr),Petroleum and Natural Gas Systems,"181,774.82","181,587.40",85.50,101.92,,,,,,,,,,"181,774.82",,,,,,,,,,,,,,,,,,,,,,,,N,N,N
1005548,110062014742,WILLOW RUN POWERTRAIN PLANT,YPSILANTI,MI,48198,2930 Ecorse Road,WASHTENAW COUNTY,42.246479,-83.558625,336350,C,Other,"39,680.80","39,639.70",18.75,22.35,,,,,,,,,,"39,680.80",,,,,,,,,,,,,,,,,,,,,,,,N,N,N
1004558,110006108791,WILLOWCREEK LANDFILL,ATWATER,OH,44201,1043 ST RTE 225,PORTAGE,41.0179,-81.1046,562212,HH,Waste,"17,275.00",,"17,275.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"17,275.00",N,N,N
1002633,110000460297,WILSONART LLC-TEMPLE NORTH,TEMPLE,TX,76504,10501 NORTH WEST H.K. DODGEN LOOP,BELL COUNTY,31.097156,-97.365466,326130,C (Abbr),Other,"26,522.23","26,403.90",48.00,70.33,,,,,,,,,"4,150.50","26,522.23",,,,,,,,,,,,,,,,,,,,,,,,N,N,N
1003867,110001136226,WINDSOR BLOOMFIELD LANDFILL,WINDSOR,CT,06095,500 HUCKLEBERRY ROAD,HARTFORD,41.89323,-72.708993,562212,"C,HH",Waste,"86,166.00",241.00,"85,925.00",,,,,,,,,,,241.00,,,,,,,,,,,,,,,,,,,,,,,"85,925.00",N,N,N
1002233,110022697312,WINGATE FRACTIONATING PLANT,Gallup,NM,87301,68 EL PASO CIRCLE,MCKINLEY,35.535897,-108.643417,211112,"C,NN-FRAC","Natural Gas and Natural Gas Liquids Suppliers,Petroleum and Natural Gas Systems","34,595.11","34,558.00",16.25,20.86,,,,,,,,,,"34,595.11",,,,,,,,,,,,,,,,,,,,,,,,N,N,N
1007065,110043795952,WINNEBAGO COUNTY SNELL ROAD LANDFILL,OSHKOSH,WI,54901,3390 WALTER STREET,WINNEBAGO COUNTY,44.061804,-88.571303,562212,"C,HH",Waste,"4,947.86",7.20,"4,890.00",50.66,,,,,,,,,"14,005.30",79.36,,,,,,,,,,,,,,,,,,,,,,,"4,868.50",N,N,N
1007224,110043811328,WINNEBAGO COUNTY SUNNYVIEW LANDFILL,OSHKOSH,WI,54901,100 WEST COUNTY RD Y,WINNEBAGO,44.08601,-88.549349,562212,"C,HH",Waste,"84,248.99",57.70,"84,160.00",31.29,,,,,,,,,"8,721.00",102.49,,,,,,,,,,,,,,,,,,,,,,,"84,146.50",N,N,N
1003731,110028923805,WINNEBAGO ENERGY CENTER LLC,ROCKFORD,IL,61109,8405 LINDENWOOD RD,WINNEBAGO,42.15908,-89.06271,221119,C,Power Plants,167.41,,50.00,117.41,,,,,,,,,"32,582.50",167.41,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
1006358,110010288198,WINNEBAGO LANDFILL,ROCKFORD,IL,61109,8403 LINDENWOOD RD,WINNEBAGO,42.159504,-89.055266,562212,"C,HH",Waste,"199,847.65",0.40,"199,847.25",,,,,,,,,,,0.40,,,,,,,,,,,,,,,,,,,,,,,"199,847.25",N,N,N
1000382,110005735026,WINNESHIEK COUNTY SANITARY LANDFILL,DECORAH,IA,52101,2000 140TH AVE,WINNESHIEK,43.226364,-91.672622,562212,HH,Waste,"38,027.00",,"38,027.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"38,027.00",N,N,N
1000041,110001923278,WISCONSIN PAPERBOARD CORP,MILWAUKEE,WI,53211,1514 E THOMAS AVE,MILWAUKEE COUNTY,43.06139,-87.89162,322130,C,Pulp and Paper,"41,408.14","41,365.40",19.50,23.24,,,,,,,,,,"41,408.14",,,,,,,,,,,,,,,,,,,,,,,,N,N,N
1006095,110017413547,WISCONSIN RAPIDS FIBER AND ENERGY MILL,WISCONSIN RAPIDS,WI,54495,950 4TH AVE N,WOOD,44.404,-89.8255,322121,"AA,C,PP","Pulp and Paper,Suppliers of CO2","372,111.99","346,129.70","9,069.00","16,913.29",,,,,,,,,"1,022,716.50","308,459.17",,,,,,,,,,,,,,,,,,"63,652.82",,,,,,N,Y,N
1004874,110000573718,WISCONSIN RAPIDS PAPER MILL,WISCONSIN RAPIDS,WI,54495,310 3RD AVE NORTH,WOOD COUNTY,44.394583,-89.827238,322121,C,Pulp and Paper,"15,924.54","15,908.10",7.50,8.94,,,,,,,,,,"15,924.54",,,,,,,,,,,,,,,,,,,,,,,,N,N,N
1003212,110000516683,WISE ALLOYS LLC-ALLOYS PLANT,MUSCLE SHOALS,AL,35661,4805 SECOND STREET,COLBERT COUNTY,34.758176,-87.586958,331315,C (Abbr),Metals,"169,368.81","169,194.00",79.75,95.06,,,,,,,,,,"169,368.81",,,,,,,,,,,,,,,,,,,,,,,,N,N,N
1003213,110000367745,"WISE ALLOYS, LLC - Alabama Reclamation Plant",MUSCLE SHOALS,AL,35661,1009 FORD ROAD,COLBERT,34.766792,-87.601169,331314,C (Abbr),Metals,"90,035.16","89,942.00",42.50,50.66,,,,,,,,,,"90,035.16",,,,,,,,,,,,,,,,,,,,,,,,N,N,N
1005666,110007096668,WLSSD Landfill,Duluth,MN,55803,4857 Ridgeview Road,ST. LOUIS COUNTY,46.854,-92.16,562212,HH,Waste,"55,359.00",,"55,359.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"55,359.00",N,N,N
1003187,110017404637,"WM BOLTHOUSE FARMS, INC.",BAKERSFIELD,CA,93307,7200 EAST BRUNDAGE LANE,KERN COUNTY,35.35428,-118.92924,311991,C,Other,"27,408.60","27,380.10",13.00,15.50,,,,,,,,,,"27,408.60",,,,,,,,,,,,,,,,,,,,,,,,N,N,N
1006207,110002389898,WM of IL - Greene Valley RDF,Naperville,IL,60565,9 S 610 Greene Road,DUPAGE,41.73394,-88.084964,562212,"C,HH",Waste,"94,988.00",,"94,833.64",154.36,,,,,,,,,"42,826.00",154.36,,,,,,,,,,,,,,,,,,,,,,,"94,833.64",N,N,N
1007879,110034147527,WM of NH - TREE (Turnkey Landfill),Gonic,NH,03839,90 Rochester Neck Road,STRAFFORD,43.245085,-70.962177,562212,"C,HH",Waste,"112,309.80",,"112,215.93",93.87,,,,,,,,,"35,719.00",158.97,,,,,,,,,,,,,,,,,,,,,,,"112,150.83",N,N,N
1004496,110009550663,WONDERFUL PISTACHIOS & ALMONDS,LOST HILLS,CA,93249,13646 NORTH HIGHWAY 33,KERN,35.6527,-119.8895,311911,C,Other,"28,648.69","28,620.90",12.00,15.79,,,,,,,,,,"28,648.69",,,,,,,,,,,,,,,,,,,,,,,,N,N,N
1004560,110007018636,WOODLAND HILLS LANDFILL,Sulphur,LA,70663,2500 Hwy 108 South,CALCASIEU PARISH,30.215,-93.329722,562212,HH,Waste,"22,475.00",,"22,475.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"22,475.00",N,N,N
1001889,110013359178,WOODLAND PULP LLC,BAILEYVILLE,ME,04694,144 MAIN ST.,WASHINGTON,45.156894,-67.402006,322110,"AA,C",Pulp and Paper,"156,286.37","133,447.20","7,964.50","14,874.67",,,,,,,,,"963,661.60","79,564.29",,,,,,,,,,,,,,,,,,"76,722.08",,,,,,N,N,N
1006335,110001962378,WOODLAND RECYCLING AND DISPOSAL FACILITY,SOUTH ELGIN,IL,60177,7 N 500 ROUTE 25,KANE,41.98452,-88.28048,562212,"C,HH",Waste,"25,864.13",,"25,864.13",,,,,,,,,,"18,692.00",50.00,,,,,,,,,,,,,,,,,,,,,,,"25,814.13",N,N,N
1003441,110015744462,"WORSHAM STEED GAS STORAGE, LLC",PERRIN,TX,76486,8151 Highway 281 South,JACK,33.0875,-98.071667,486210,C,Petroleum and Natural Gas Systems,"43,750.50","43,730.00",20.50,,,,,,,,,,,"43,750.50",,,,,,,,,,,,,,,,,,,,,,,,N,N,N
1007518,110041962873,WRB Refining LP Wood River Refinery,ROXANA,IL,62084,900 SOUTH CENTRAL AVENUE,Madison,38.8375,-90.0675,324110,"C,P,PP,Y","Chemicals,Refineries,Suppliers of CO2","3,377,192.62","3,359,170.40","9,844.50","8,177.72",,,,,,,,,,"2,027,055.84",,,,,,,,,"490,206.20",,,,,,,"859,930.58",,,,,,,,N,Y,N
1004321,110010967347,"WSI Sandy Run Landfill, Inc.",Hopewell,PA,16650,995 Landfill Road,BEDFORD,40.129127,-78.201406,562212,HH,Waste,"63,335.00",,"63,335.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"63,335.00",N,N,N
1002201,110010323186,"WTG HUGOTON, LP",HUGOTON,KS,67951,,STEVENS,37.20105,-101.161675,486210,C,Petroleum and Natural Gas Systems,"27,038.05","27,010.10",12.75,15.20,,,,,,,,,,"27,038.05",,,,,,,,,,,,,,,,,,,,,,,,N,N,N
